display_name,yahoo_symbol,exchange,type,company_name
GODREJIND,GODREJIND.BO,BSE,equity,Godrej Industries Limited
GOKULAGRO,GOKULAGRO.BO,BSE,equity,Gokul Agro Resources Limited
GOLD360,GOLD360.BO,BSE,equity,
GOLDADD,GOLDADD.BO,BSE,equity,
GOLDBEES,GOLDBEES.BO,BSE,equity,
GOLDBND,GOLDBND.BO,BSE,equity,
GOLDCASE,GOLDCASE.BO,BSE,equity,
GOLDETF,GOLDETF.BO,BSE,equity,
GOLDIAM,GOLDIAM.BO,BSE,equity,Goldiam International Limited
GOLDTECH,GOLDTECH.BO,BSE,equity,AION-TECH SOLUTIONS LIMITED
GOODLUCK,GOODLUCK.BO,BSE,equity,Goodluck India Limited
GOPAL,GOPAL.BO,BSE,equity,Gopal Snacks Limited
GPIL,GPIL.BO,BSE,equity,Godawari Power And Ispat limited
GRANULES,GRANULES.BO,BSE,equity,Granules India Limited
GREENPANEL,GREENPANEL.BO,BSE,equity,Greenpanel Industries Limited
GREENPOWER,GREENPOWER.BO,BSE,equity,Orient Green Power Company Limited
GRINFRA,GRINFRA.BO,BSE,equity,G R Infraprojects Limited
GRMOVER,GRMOVER.BO,BSE,equity,GRM Overseas Limited
GROWW,GROWW.BO,BSE,equity,Billionbrains Garage Ventures Limited
GROWWPOWER,GROWWPOWER.BO,BSE,equity,
GROWWRAIL,GROWWRAIL.BO,BSE,equity,
GRPLTD,GRPLTD.BO,BSE,equity,GRP Limited
GRWRHITECH,GRWRHITECH.BO,BSE,equity,Garware Hi-Tech Films Limited
GSFC,GSFC.BO,BSE,equity,Gujarat State Fertilizers & Chemicals Limited
GTPL,GTPL.BO,BSE,equity,GTPL Hathway Limited
GUFICBIO,GUFICBIO.BO,BSE,equity,Gufic Biosciences Limited
GUJALKALI,GUJALKALI.BO,BSE,equity,Gujarat Alkalies and Chemicals Limited
GUJAPOLLO,GUJAPOLLO.BO,BSE,equity,Gujarat Apollo Industries Limited
GUJGASLTD,GUJGASLTD.BO,BSE,equity,Gujarat Gas Limited
GUJRAFFIA,GUJRAFFIA.BO,BSE,equity,Gujarat Raffia Industries Limited
GULPOLY,GULPOLY.BO,BSE,equity,Gulshan Polyols Limited
GVKPIL,GVKPIL.BO,BSE,equity,GVK Power & Infrastructure Limited
GVPIL,GVPIL.BO,BSE,equity,GE Power India Limited
GVT&D,GVT&D.BO,BSE,equity,GE Vernova T&D India Limited
HAL,HAL.BO,BSE,equity,Hindustan Aeronautics Limited
HALEOSLABS,HALEOSLABS.BO,BSE,equity,HALEOS LABS LIMITED
HARDWYN,HARDWYN.BO,BSE,equity,Hardwyn India Limited
HARSHA,HARSHA.BO,BSE,equity,Harsha Engineers International Limited
HATHWAY,HATHWAY.BO,BSE,equity,Hathway Cable & Datacom Limited
HAVELLS,HAVELLS.BO,BSE,equity,Havells India Limited
HAVISHA,HAVISHA.BO,BSE,equity,Sri Havisha Hospitality and Infrastructure Limited
HCC,HCC.BO,BSE,equity,Hindustan Construction Company Limited
HCG,HCG.BO,BSE,equity,Healthcare Global Enterprises Limited
HCLTECH,HCLTECH.BO,BSE,equity,HCL Technologies Limited
HDBFS,HDBFS.BO,BSE,equity,HDB Financial Services Limited
HDFCBANK,HDFCBANK.BO,BSE,equity,HDFC Bank Limited
HDFCBSE500,HDFCBSE500.BO,BSE,equity,
HDFCGOLD,HDFCGOLD.BO,BSE,equity,
HDFCLIFE,HDFCLIFE.BO,BSE,equity,HDFC Life Insurance Company Limited
HDFCMID150,HDFCMID150.BO,BSE,equity,
HDFCNIFBAN,HDFCNIFBAN.BO,BSE,equity,
HDFCQUAL,HDFCQUAL.BO,BSE,equity,
HDFCSILVER,HDFCSILVER.BO,BSE,equity,
HDFCVALUE,HDFCVALUE.BO,BSE,equity,
HEADSUP,HEADSUP.BO,BSE,equity,Heads UP Ventures Limited
HEALTHADD,HEALTHADD.BO,BSE,equity,
HEALTHIETF,HEALTHIETF.BO,BSE,equity,
HEG,HEG.BO,BSE,equity,HEG Limited
HEIDELBERG,HEIDELBERG.BO,BSE,equity,HeidelbergCement India Limited
HEMIPROP,HEMIPROP.BO,BSE,equity,Hemisphere Properties India Limited
HERCULES,HERCULES.BO,BSE,equity,
HERITGFOOD,HERITGFOOD.BO,BSE,equity,Heritage Foods Limited
HEROMOTOCO,HEROMOTOCO.BO,BSE,equity,Hero MotoCorp Limited
HEXATRADEX,HEXATRADEX.BO,BSE,equity,Hexa Tradex Limited
HGINFRA,HGINFRA.BO,BSE,equity,H.G. Infra Engineering Limited
HGM,HGM.BO,BSE,equity,HandsOn Global Management (HGM) Limited
HGS,HGS.BO,BSE,equity,Hinduja Global Solutions Limited
HILINFRA,HILINFRA.BO,BSE,equity,Highway Infrastructure Limited
HINDALCO,HINDALCO.BO,BSE,equity,Hindalco Industries Limited
HINDCOMPOS,HINDCOMPOS.BO,BSE,equity,Hindustan Composites Limited
HINDCOPPER,HINDCOPPER.BO,BSE,equity,Hindustan Copper Limited
HINDOILEXP,HINDOILEXP.BO,BSE,equity,Hindustan Oil Exploration Company Limited
HINDPETRO,HINDPETRO.BO,BSE,equity,Hindustan Petroleum Corporation Limited
HISARMETAL,HISARMETAL.BO,BSE,equity,Hisar Metal Industries Limited
HITECHCORP,HITECHCORP.BO,BSE,equity,Hitech Corporation Limited
HITECHGEAR,HITECHGEAR.BO,BSE,equity,The Hi-Tech Gears Limited
HLVLTD,HLVLTD.BO,BSE,equity,HLV LIMITED
HNDFDS,HNDFDS.BO,BSE,equity,Hindustan Foods Limited
HNGSNGBEES,HNGSNGBEES.BO,BSE,equity,
HONASA,HONASA.BO,BSE,equity,Honasa Consumer Limited
HPAL,HPAL.BO,BSE,equity,HP Adhesives Limited
HPIL,HPIL.BO,BSE,equity,Hindprakash Industries Limited
HPL,HPL.BO,BSE,equity,HPL Electric & Power Limited
HSCL,HSCL.BO,BSE,equity,Himadri Speciality Chemical Limited
HUBTOWN,HUBTOWN.BO,BSE,equity,Hubtown Limited
HUDCO,HUDCO.BO,BSE,equity,Housing & Urban Development Corporation Limited
ICICIB22,ICICIB22.BO,BSE,equity,
ICICIBANK,ICICIBANK.BO,BSE,equity,ICICI Bank Limited
ICICIGI,ICICIGI.BO,BSE,equity,ICICI Lombard General Insurance Company Limited
ICIL,ICIL.BO,BSE,equity,Indo Count Industries Limited
ICRA,ICRA.BO,BSE,equity,ICRA Limited
IFBAGRO,IFBAGRO.BO,BSE,equity,IFB Agro Industries Limited
IFBIND,IFBIND.BO,BSE,equity,IFB Industries Limited
IFGLEXPOR,IFGLEXPOR.BO,BSE,equity,IFGL Refractories Limited
IGARASHI,IGARASHI.BO,BSE,equity,Igarashi Motors India Limited
IIFLCAPS,IIFLCAPS.BO,BSE,equity,IIFL Capital Services Limited
IKS,IKS.BO,BSE,equity,Inventurus Knowledge Solutions Limited
IMPAL,IMPAL.BO,BSE,equity,India Motor Parts and Accessories Limited
IMPEXFERRO,IMPEXFERRO.BO,BSE,equity,Impex Ferro Tech Limited
INDGN,INDGN.BO,BSE,equity,Indegene Limited
INDIAGLYCO,INDIAGLYCO.BO,BSE,equity,India Glycols Limited
INDIAMART,INDIAMART.BO,BSE,equity,Indiamart Intermesh Limited
INDIANB,INDIANB.BO,BSE,equity,Indian Bank
INDIASHLTR,INDIASHLTR.BO,BSE,equity,India Shelter Finance Corporation Limited
INDIGOPNTS,INDIGOPNTS.BO,BSE,equity,Indigo Paints Limited
INDIQUBE,INDIQUBE.BO,BSE,equity,Indiqube Spaces Limited
INDOCO,INDOCO.BO,BSE,equity,Indoco Remedies Limited
INDOFARM,INDOFARM.BO,BSE,equity,Indo Farm Equipment Limited
INDOTECH,INDOTECH.BO,BSE,equity,Indo Tech Transformers Limited
INDOTHAI,INDOTHAI.BO,BSE,equity,Indo Thai Securities Limited
INDOUS,INDOUS.BO,BSE,equity,Indo Us Biotech Limited
INDOWIND,INDOWIND.BO,BSE,equity,Indowind Energy Limited
INDTERRAIN,INDTERRAIN.BO,BSE,equity,Indian Terrain Fashions Limited
INDUSINDBK,INDUSINDBK.BO,BSE,equity,IndusInd Bank Limited
INFRABEES,INFRABEES.BO,BSE,equity,
INFY,INFY.BO,BSE,equity,Infosys Limited
INNOVACAP,INNOVACAP.BO,BSE,equity,Innova Captab Limited
INNOVANA,INNOVANA.BO,BSE,equity,Innovana Thinklabs Limited
INOXINDIA,INOXINDIA.BO,BSE,equity,INOX India Limited
INOXWIND,INOXWIND.BO,BSE,equity,Inox Wind Limited
INSPIRISYS,INSPIRISYS.BO,BSE,equity,Inspirisys Solutions Limited
INTENTECH,INTENTECH.BO,BSE,equity,Intense Technologies Limited
INTERNET,INTERNET.BO,BSE,equity,
INVENTURE,INVENTURE.BO,BSE,equity,Inventure Growth & Securities Limited
IOB,IOB.BO,BSE,equity,Indian Overseas Bank
IOC,IOC.BO,BSE,equity,Indian Oil Corporation Limited
IPL,IPL.BO,BSE,equity,India Pesticides Limited
IRB,IRB.BO,BSE,equity,IRB Infrastructure Developers Limited
IRCON,IRCON.BO,BSE,equity,Ircon International Limited
IREDA,IREDA.BO,BSE,equity,Indian Renewable Energy Development Agency Limited
ISFT,ISFT.BO,BSE,equity,Intrasoft Technologies Limited
ITADD,ITADD.BO,BSE,equity,
ITC,ITC.BO,BSE,equity,ITC Limited
ITCHOTELS,ITCHOTELS.BO,BSE,equity,ITC Hotels Limited
ITDC,ITDC.BO,BSE,equity,India Tourism Development Corporation Limited
ITI,ITI.BO,BSE,equity,ITI Limited
ITIETF,ITIETF.BO,BSE,equity,
IVALUE,IVALUE.BO,BSE,equity,Ivalue Infosolutions Limited
IVC,IVC.BO,BSE,equity,IL&FS Investment Managers Limited
IVP,IVP.BO,BSE,equity,IVP Limited
IZMO,IZMO.BO,BSE,equity,IZMO Limited
JAGRAN,JAGRAN.BO,BSE,equity,Jagran Prakashan Limited
JAICORPLTD,JAICORPLTD.BO,BSE,equity,Jai Corp Limited
JASH,JASH.BO,BSE,equity,Jash Engineering Limited
JAYAGROGN,JAYAGROGN.BO,BSE,equity,Jayant Agro Organics Limited
JAYBARMARU,JAYBARMARU.BO,BSE,equity,Jay Bharat Maruti Limited
JBCHEPHARM,JBCHEPHARM.BO,BSE,equity,JB Chemicals & Pharmaceuticals Limited
JINDALPOLY,JINDALPOLY.BO,BSE,equity,Jindal Poly Films Limited
JINDALSAW,JINDALSAW.BO,BSE,equity,Jindal Saw Limited
JINDALSTEL,JINDALSTEL.BO,BSE,equity,JINDAL STEEL LIMITED
JIOFIN,JIOFIN.BO,BSE,equity,Jio Financial Services Limited
JITFINFRA,JITFINFRA.BO,BSE,equity,JITF Infralogistics Limited
JKCEMENT,JKCEMENT.BO,BSE,equity,JK Cement Limited
JKIL,JKIL.BO,BSE,equity,J.Kumar Infraprojects Limited
JKLAKSHMI,JKLAKSHMI.BO,BSE,equity,JK Lakshmi Cement Limited
JLHL,JLHL.BO,BSE,equity,Jupiter Life Line Hospitals Limited
JPOLYINVST,JPOLYINVST.BO,BSE,equity,Jindal Poly Investment and Finance Company Limited
JPPOWER,JPPOWER.BO,BSE,equity,Jaiprakash Power Ventures Limited
JSFB,JSFB.BO,BSE,equity,Jana Small Finance Bank Limited
JSLL,JSLL.BO,BSE,equity,Jeena Sikho Lifecare Limited
JSWCEMENT,JSWCEMENT.BO,BSE,equity,JSW Cement Limited
JSWENERGY,JSWENERGY.BO,BSE,equity,JSW Energy Limited
JSWHL,JSWHL.BO,BSE,equity,JSW Holdings Limited
JSWINFRA,JSWINFRA.BO,BSE,equity,JSW Infrastructure Limited
JUBLFOOD,JUBLFOOD.BO,BSE,equity,Jubilant Foodworks Limited
JUBLINGREA,JUBLINGREA.BO,BSE,equity,Jubilant Ingrevia Limited
JUBLPHARMA,JUBLPHARMA.BO,BSE,equity,Jubilant Pharmova Limited
JUNIPER,JUNIPER.BO,BSE,equity,Juniper Hotels Limited
JWL,JWL.BO,BSE,equity,Jupiter Wagons Limited
JYOTHYLAB,JYOTHYLAB.BO,BSE,equity,Jyothy Labs Limited
JYOTISTRUC,JYOTISTRUC.BO,BSE,equity,Jyoti Structures Limited
KALAMANDIR,KALAMANDIR.BO,BSE,equity,Sai Silks (Kalamandir) Limited
KALPATARU,KALPATARU.BO,BSE,equity,Kalpataru Limited
KALYANKJIL,KALYANKJIL.BO,BSE,equity,Kalyan Jewellers India Limited
KAMATHOTEL,KAMATHOTEL.BO,BSE,equity,Kamat Hotels (I) Limited
KAMDHENU,KAMDHENU.BO,BSE,equity,Kamdhenu Limited
KAMOPAINTS,KAMOPAINTS.BO,BSE,equity,Kamdhenu Ventures Limited
KANPRPLA,KANPRPLA.BO,BSE,equity,Kanpur Plastipack Limited
KARMAENG,KARMAENG.BO,BSE,equity,Karma Energy Limited
KAUSHALYA,KAUSHALYA.BO,BSE,equity,Kaushalya Infrastructure Development Corporation Limited
KAVDEFENCE,KAVDEFENCE.BO,BSE,equity,Kavveri Defence & Wireless Technologies Limited
KAYA,KAYA.BO,BSE,equity,Kaya Limited
KAYNES,KAYNES.BO,BSE,equity,Kaynes Technology India Limited
KDDL,KDDL.BO,BSE,equity,KDDL Limited
KEC,KEC.BO,BSE,equity,KEC International Limited
KEEPLEARN,KEEPLEARN.BO,BSE,equity,DSJ Keep Learning Limited
KEYFINSERV,KEYFINSERV.BO,BSE,equity,Keynote Financial Services Limited
KFINTECH,KFINTECH.BO,BSE,equity,Kfin Technologies Limited
KICL,KICL.BO,BSE,equity,Kalyani Investment Company Limited
KINGFA,KINGFA.BO,BSE,equity,Kingfa Science & Technology (India) Limited
KIRIINDUS,KIRIINDUS.BO,BSE,equity,Kiri Industries Limited
KIRLOSENG,KIRLOSENG.BO,BSE,equity,Kirloskar Oil Engines Limited
KIRLOSIND,KIRLOSIND.BO,BSE,equity,Kirloskar Industries Limited
KITEX,KITEX.BO,BSE,equity,Kitex Garments Limited
KKCL,KKCL.BO,BSE,equity,Kewal Kiran Clothing Limited
KMEW,KMEW.BO,BSE,equity,Knowledge Marine & Engineering Works Limited
KMSUGAR,KMSUGAR.BO,BSE,equity,K.M.Sugar Mills Limited
KNRCON,KNRCON.BO,BSE,equity,KNR Constructions Limited
KOLTEPATIL,KOLTEPATIL.BO,BSE,equity,Kolte - Patil Developers Limited
KOTAKBANK,KOTAKBANK.BO,BSE,equity,Kotak Mahindra Bank Limited
KPEL,KPEL.BO,BSE,equity,K.P. Energy Limited
KPIL,KPIL.BO,BSE,equity,Kalpataru Projects International Limited
KPITTECH,KPITTECH.BO,BSE,equity,KPIT Technologies Limited
KPRMILL,KPRMILL.BO,BSE,equity,K.P.R. Mill Limited
KRITINUT,KRITINUT.BO,BSE,equity,Kriti Nutrients Limited
KRONOX,KRONOX.BO,BSE,equity,Kronox Lab Sciences Limited
KRSNAA,KRSNAA.BO,BSE,equity,Krsnaa Diagnostics Limited
KRYSTAL,KRYSTAL.BO,BSE,equity,Krystal Integrated Services Limited
KSCL,KSCL.BO,BSE,equity,Kaveri Seed Company Limited
KSL,KSL.BO,BSE,equity,Kalyani Steels Limited
KSOLVES,KSOLVES.BO,BSE,equity,Ksolves India Limited
KUANTUM,KUANTUM.BO,BSE,equity,Kuantum Papers Limited
KWIL,KWIL.BO,BSE,equity,Kwality Wall's (India) Limited
LALPATHLAB,LALPATHLAB.BO,BSE,equity,Dr. Lal Path Labs Ltd.
LANCORHOL,LANCORHOL.BO,BSE,equity,Lancor Holdings Limited
LAOPALA,LAOPALA.BO,BSE,equity,La Opala RG Limited
LATENTVIEW,LATENTVIEW.BO,BSE,equity,Latent View Analytics Limited
LAXMIDENTL,LAXMIDENTL.BO,BSE,equity,Laxmi Dental Limited
LAXMIINDIA,LAXMIINDIA.BO,BSE,equity,Laxmi India Finance Limited
LEMONTREE,LEMONTREE.BO,BSE,equity,Lemon Tree Hotels Limited
LENSKART,LENSKART.BO,BSE,equity,Lenskart Solutions Limited
LGBFORGE,LGBFORGE.BO,BSE,equity,
LGEINDIA,LGEINDIA.BO,BSE,equity,LG Electronics India Limited
LIBERTSHOE,LIBERTSHOE.BO,BSE,equity,Liberty Shoes Limited
LICHSGFIN,LICHSGFIN.BO,BSE,equity,LIC Housing Finance Limited
LICI,LICI.BO,BSE,equity,Life Insurance Corporation Of India
LICMFGOLD,LICMFGOLD.BO,BSE,equity,
LICNFNHGP,LICNFNHGP.BO,BSE,equity,
LICNMID100,LICNMID100.BO,BSE,equity,
LLOYDSENGG,LLOYDSENGG.BO,BSE,equity,LLOYDS ENGINEERING WORKS LIMITED
LLOYDSENT,LLOYDSENT.BO,BSE,equity,Lloyds Enterprises Limited
LODHA,LODHA.BO,BSE,equity,Lodha Developers Limited
LORDSCHLO,LORDSCHLO.BO,BSE,equity,Lords Chloro Alkali Limited
LOTUSDEV,LOTUSDEV.BO,BSE,equity,Sri Lotus Developers and Realty Limited
LOVABLE,LOVABLE.BO,BSE,equity,Lovable Lingerie Limited
LOWVOLIETF,LOWVOLIETF.BO,BSE,equity,
LOYALTEX,LOYALTEX.BO,BSE,equity,Loyal Textile Mills Limited
LTFOODS,LTFOODS.BO,BSE,equity,LT Foods Limited
LUMAXIND,LUMAXIND.BO,BSE,equity,Lumax Industries Limited
LUXIND,LUXIND.BO,BSE,equity,Lux Industries Limited
LXCHEM,LXCHEM.BO,BSE,equity,Laxmi Organic Industries Limited
LYPSAGEMS,LYPSAGEMS.BO,BSE,equity,Lypsa Gems & Jewellery Limited
M&M,M&M.BO,BSE,equity,Mahindra & Mahindra Limited
MADHAV,MADHAV.BO,BSE,equity,Madhav Marbles and Granites Limited
MADHUCON,MADHUCON.BO,BSE,equity,Madhucon Projects Limited
MADRASFERT,MADRASFERT.BO,BSE,equity,Madras Fertilizers Limited
MAFANG,MAFANG.BO,BSE,equity,
MAHABANK,MAHABANK.BO,BSE,equity,Bank of Maharashtra
MAHASTEEL,MAHASTEEL.BO,BSE,equity,Mahamaya Steel Industries Limited
MAHLOG,MAHLOG.BO,BSE,equity,Mahindra Logistics Limited
MAITHANALL,MAITHANALL.BO,BSE,equity,Maithan Alloys Limited
MAKEINDIA,MAKEINDIA.BO,BSE,equity,
MALLCOM,MALLCOM.BO,BSE,equity,Mallcom (India) Limited
MANAKSTEEL,MANAKSTEEL.BO,BSE,equity,Manaksia Steels Limited
MANALIPETC,MANALIPETC.BO,BSE,equity,Manali Petrochemicals Limited
MANAPPURAM,MANAPPURAM.BO,BSE,equity,Manappuram Finance Limited
MANCREDIT,MANCREDIT.BO,BSE,equity,Mangal Credit and Fincorp Limited
MANGLMCEM,MANGLMCEM.BO,BSE,equity,Mangalam Cement Limited
MANOMAY,MANOMAY.BO,BSE,equity,Manomay Tex India Limited
MANORAMA,MANORAMA.BO,BSE,equity,Manorama Industries Limited
MANORG,MANORG.BO,BSE,equity,Mangalam Organics Limited
MANYAVAR,MANYAVAR.BO,BSE,equity,Vedant Fashions Limited
MARALOVER,MARALOVER.BO,BSE,equity,Maral Overseas Limited
MARATHON,MARATHON.BO,BSE,equity,Marathon Nextgen Realty Limited
MARICO,MARICO.BO,BSE,equity,Marico Limited
MARUTI,MARUTI.BO,BSE,equity,Maruti Suzuki India Limited
MATRIMONY,MATRIMONY.BO,BSE,equity,Matrimony.Com Limited
MAWANASUG,MAWANASUG.BO,BSE,equity,Mawana Sugars Limited
MAZDA,MAZDA.BO,BSE,equity,Mazda Limited
MBEL,MBEL.BO,BSE,equity,M & B Engineering Limited
MCLEODRUSS,MCLEODRUSS.BO,BSE,equity,Mcleod Russel India Limited
MCLOUD,MCLOUD.BO,BSE,equity,Magellanic Cloud Limited
MCX,MCX.BO,BSE,equity,Multi Commodity Exchange of India Limited
MEDICO,MEDICO.BO,BSE,equity,Medico Remedies Limited
MEESHO,MEESHO.BO,BSE,equity,Meesho Limited
MEGASTAR,MEGASTAR.BO,BSE,equity,Megastar Foods Limited
MEIL,MEIL.BO,BSE,equity,Mangal Electrical Industries Limited
MEP,MEP.BO,BSE,equity,MEP Infrastructure Developers Limited
METROBRAND,METROBRAND.BO,BSE,equity,Metro Brands Limited
MFSL,MFSL.BO,BSE,equity,Max Financial Services Limited
MGL,MGL.BO,BSE,equity,Mahanagar Gas Limited
MHLXMIRU,MHLXMIRU.BO,BSE,equity,Mahalaxmi Rubtech Limited
MID150,MID150.BO,BSE,equity,
MID150BEES,MID150BEES.BO,BSE,equity,
MIDCAPADD,MIDCAPADD.BO,BSE,equity,
MIDCAPBETA,MIDCAPBETA.BO,BSE,equity,
MIDCAPETF,MIDCAPETF.BO,BSE,equity,
MIDCAPIETF,MIDCAPIETF.BO,BSE,equity,
MIDHANI,MIDHANI.BO,BSE,equity,Mishra Dhatu Nigam Limited
MIDSELIETF,MIDSELIETF.BO,BSE,equity,
MINDTECK,MINDTECK.BO,BSE,equity,Mindteck (India) Limited
MIRCELECTR,MIRCELECTR.BO,BSE,equity,MIRC Electronics Limited
MKPL,MKPL.BO,BSE,equity,M K Proteins Limited
MMFL,MMFL.BO,BSE,equity,MM Forgings Limited
MMTC,MMTC.BO,BSE,equity,MMTC Limited
MOBIKWIK,MOBIKWIK.BO,BSE,equity,One Mobikwik Systems Limited
MOCAPITAL,MOCAPITAL.BO,BSE,equity,
MODEFENCE,MODEFENCE.BO,BSE,equity,
MODIRUBBER,MODIRUBBER.BO,BSE,equity,Modi Rubber Limited
MODTHREAD,MODTHREAD.BO,BSE,equity,Modern Threads (India) Limited
MOGOLD,MOGOLD.BO,BSE,equity,
MOHITIND,MOHITIND.BO,BSE,equity,Mohit Industries Limited
MOIL,MOIL.BO,BSE,equity,MOIL Limited
MOLDTECH,MOLDTECH.BO,BSE,equity,Mold-Tek Technologies Limited
MOLDTKPAC,MOLDTKPAC.BO,BSE,equity,Mold-Tek Packaging Limited
MOM100,MOM100.BO,BSE,equity,
MOM30IETF,MOM30IETF.BO,BSE,equity,
MOMENTUM50,MOMENTUM50.BO,BSE,equity,
MONARCH,MONARCH.BO,BSE,equity,Monarch Networth Capital Limited
MONEYBOXX,MONEYBOXX.BO,BSE,equity,Moneyboxx Finance Limited
MONTECARLO,MONTECARLO.BO,BSE,equity,Monte Carlo Fashions Limited
MOREALTY,MOREALTY.BO,BSE,equity,
MOSCHIP,MOSCHIP.BO,BSE,equity,Moschip Technologies Limited
MOSILVER,MOSILVER.BO,BSE,equity,
MOTILALOFS,MOTILALOFS.BO,BSE,equity,Motilal Oswal Financial Services Limited
MPSLTD,MPSLTD.BO,BSE,equity,MPS Limited
MRF,MRF.BO,BSE,equity,MRF Limited
MSPL,MSPL.BO,BSE,equity,MSP Steel & Power Limited
MSUMI,MSUMI.BO,BSE,equity,Motherson Sumi Wiring India Limited
MTNL,MTNL.BO,BSE,equity,Mahanagar Telephone Nigam Limited
MUFIN,MUFIN.BO,BSE,equity,Mufin Green Finance Limited
MUKANDLTD,MUKANDLTD.BO,BSE,equity,Mukand Limited
MUKTAARTS,MUKTAARTS.BO,BSE,equity,Mukta Arts Limited
MUNJALAU,MUNJALAU.BO,BSE,equity,Munjal Auto Industries Limited
MUTHOOTFIN,MUTHOOTFIN.BO,BSE,equity,Muthoot Finance Limited
MUTHOOTMF,MUTHOOTMF.BO,BSE,equity,Muthoot Microfin Limited
MWL,MWL.BO,BSE,equity,Mangalam Worldwide Limited
NACLIND,NACLIND.BO,BSE,equity,NACL Industries Limited
NAGREEKEXP,NAGREEKEXP.BO,BSE,equity,Nagreeka Exports Limited
NAHARCAP,NAHARCAP.BO,BSE,equity,Nahar Capital and Financial Services Limited
NAHARINDUS,NAHARINDUS.BO,BSE,equity,Nahar Industrial Enterprises Limited
NAHARPOLY,NAHARPOLY.BO,BSE,equity,Nahar Poly Films Limited
NARMADA,NARMADA.BO,BSE,equity,Narmada Agrobase Limited
NATCAPSUQ,NATCAPSUQ.BO,BSE,equity,Natural Capsules Limited
NATCOPHARM,NATCOPHARM.BO,BSE,equity,Natco Pharma Limited
NATIONALUM,NATIONALUM.BO,BSE,equity,National Aluminium Company Limited
NAVINFLUOR,NAVINFLUOR.BO,BSE,equity,Navin Fluorine International Limited
NAVKARCORP,NAVKARCORP.BO,BSE,equity,Navkar Corporation Limited
NAVKARURB,NAVKARURB.BO,BSE,equity,Navkar Urbanstructure Limited
NAVNETEDUL,NAVNETEDUL.BO,BSE,equity,Navneet Education Limited
NCC,NCC.BO,BSE,equity,NCC Limited
NDL,NDL.BO,BSE,equity,Nandan Denim Limited
NDLVENTURE,NDLVENTURE.BO,BSE,equity,NDL Ventures Limited
NDRAUTO,NDRAUTO.BO,BSE,equity,Ndr Auto Components Limited
NEOGEN,NEOGEN.BO,BSE,equity,Neogen Chemicals Limited
NETF,NETF.BO,BSE,equity,
NETWORK18,NETWORK18.BO,BSE,equity,Network18 Media & Investments Limited
NEULANDLAB,NEULANDLAB.BO,BSE,equity,Neuland Laboratories Limited
NEWGEN,NEWGEN.BO,BSE,equity,Newgen Software Technologies Limited
NEXT30ADD,NEXT30ADD.BO,BSE,equity,
NEXT50BETA,NEXT50BETA.BO,BSE,equity,
NEXTMEDIA,NEXTMEDIA.BO,BSE,equity,Next Mediaworks Limited
NFL,NFL.BO,BSE,equity,National Fertilizers Limited
NGIL,NGIL.BO,BSE,equity,Nakoda Group of Industries Limited
NGLFINE,NGLFINE.BO,BSE,equity,NGL Fine-Chem Limited
NH,NH.BO,BSE,equity,Narayana Hrudayalaya Ltd.
NIACL,NIACL.BO,BSE,equity,The New India Assurance Company Limited
NIF100BEES,NIF100BEES.BO,BSE,equity,
NIFTYBEES,NIFTYBEES.BO,BSE,equity,
NIFTYIETF,NIFTYIETF.BO,BSE,equity,
NIFTYQLITY,NIFTYQLITY.BO,BSE,equity,
NIITLTD,NIITLTD.BO,BSE,equity,NIIT Limited
NILASPACES,NILASPACES.BO,BSE,equity,Nila Spaces Limited
NILKAMAL,NILKAMAL.BO,BSE,equity,Nilkamal Limited
NIRAJ,NIRAJ.BO,BSE,equity,Niraj Cement Structurals Limited
NITINSPIN,NITINSPIN.BO,BSE,equity,Nitin Spinners Limited
NLCINDIA,NLCINDIA.BO,BSE,equity,NLC India Limited
NMDC,NMDC.BO,BSE,equity,NMDC Limited
NOCIL,NOCIL.BO,BSE,equity,NOCIL Limited
NOIDATOLL,NOIDATOLL.BO,BSE,equity,Noida Toll Bridge Company Limited
NORTHARC,NORTHARC.BO,BSE,equity,Northern Arc Capital Limited
NRAIL,NRAIL.BO,BSE,equity,N R Agarwal Industries Limited
NSIL,NSIL.BO,BSE,equity,Nalwa Sons Investments Limited
NSLNISP,NSLNISP.BO,BSE,equity,NMDC Steel Limited
NUCLEUS,NUCLEUS.BO,BSE,equity,Nucleus Software Exports Limited
NUVAMA,NUVAMA.BO,BSE,equity,Nuvama Wealth Management Limited
NV20IETF,NV20IETF.BO,BSE,equity,
OCCL,OCCL.BO,BSE,equity,
ODIGMA,ODIGMA.BO,BSE,equity,Odigma Consultancy Solutions Limited
OIL,OIL.BO,BSE,equity,Oil India Limited
OILCOUNTUB,OILCOUNTUB.BO,BSE,equity,Oil Country Tubular Limited
OILIETF,OILIETF.BO,BSE,equity,
OMNI,OMNI.BO,BSE,equity,Omnitech Engineering Limited
ONELIFECAP,ONELIFECAP.BO,BSE,equity,Onelife Capital Advisors Limited
ONEPOINT,ONEPOINT.BO,BSE,equity,One Point One Solutions Limited
ONESOURCE,ONESOURCE.BO,BSE,equity,Onesource Specialty Pharma Limited
ONGC,ONGC.BO,BSE,equity,Oil & Natural Gas Corporation Limited
OPTIEMUS,OPTIEMUS.BO,BSE,equity,Optiemus Infracom Limited
ORCHASP,ORCHASP.BO,BSE,equity,Orchasp Limited
ORIENTCEM,ORIENTCEM.BO,BSE,equity,Orient Cement Limited
