display_name,yahoo_symbol,exchange,type,company_name
GARFIBRES,GARFIBRES.NS,NSE,equity,Garware Technical Fibres Limited
GARUDA,GARUDA.NS,NSE,equity,Garuda Construction and Engineering Limited
GATECH,GATECH.NS,NSE,equity,GACM Technologies Limited
GATECHDVR,GATECHDVR.NS,NSE,equity,GACM Technologies Limited
GATEWAY,GATEWAY.NS,NSE,equity,Gateway Distriparks Limited
GAYAHWS,GAYAHWS.NS,NSE,equity,Gayatri Highways Limited
GCSL,GCSL.NS,NSE,equity,Gretex Corporate Services Limited
GEECEE,GEECEE.NS,NSE,equity,GeeCee Ventures Limited
GEEKAYWIRE,GEEKAYWIRE.NS,NSE,equity,Geekay Wires Limited
GEMAROMA,GEMAROMA.NS,NSE,equity,Gem Aromatics Limited
GENCON,GENCON.NS,NSE,equity,Generic Engineering Construction and Projects Limited
GENESYS,GENESYS.NS,NSE,equity,Genesys International Corporation Limited
GENSOL,GENSOL.NS,NSE,equity,
GENUSPAPER,GENUSPAPER.NS,NSE,equity,Genus Paper & Boards Limited
GENUSPOWER,GENUSPOWER.NS,NSE,equity,Genus Power Infrastructures Limited
GEOJITFSL,GEOJITFSL.NS,NSE,equity,Geojit Financial Services Limited
GEPIL,GEPIL.NS,NSE,equity,
GESHIP,GESHIP.NS,NSE,equity,The Great Eastern Shipping Company Limited
GFLLIMITED,GFLLIMITED.NS,NSE,equity,GFL Limited
GHCL,GHCL.NS,NSE,equity,GHCL Limited
GHCLTEXTIL,GHCLTEXTIL.NS,NSE,equity,GHCL Textiles Limited
GICHSGFIN,GICHSGFIN.NS,NSE,equity,GIC Housing Finance Limited
GICRE,GICRE.NS,NSE,equity,General Insurance Corporation of India
GILLANDERS,GILLANDERS.NS,NSE,equity,Gillanders Arbuthnot & Company Limited
GILLETTE,GILLETTE.NS,NSE,equity,Gillette India Limited
GILT10BETA,GILT10BETA.NS,NSE,equity,
GILT5BETA,GILT5BETA.NS,NSE,equity,
GILT5YBEES,GILT5YBEES.NS,NSE,equity,
GINNIFILA,GINNIFILA.NS,NSE,equity,Ginni Filaments Limited
GIPCL,GIPCL.NS,NSE,equity,Gujarat Industries Power Company Limited
GKENERGY,GKENERGY.NS,NSE,equity,GK Energy Limited
GKSL,GKSL.NS,NSE,equity,Gujarat Kidney And Super Speciality Limited
GKWLIMITED,GKWLIMITED.NS,NSE,equity,GKW Limited
GLAND,GLAND.NS,NSE,equity,Gland Pharma Limited
GLAXO,GLAXO.NS,NSE,equity,GlaxoSmithKline Pharmaceuticals Limited
GLENMARK,GLENMARK.NS,NSE,equity,Glenmark Pharmaceuticals Limited
GLFL,GLFL.NS,NSE,equity,Gujarat Lease Financing Limited
GLOBAL,GLOBAL.NS,NSE,equity,Global Education Limited
GLOBALE,GLOBALE.NS,NSE,equity,Globale Tessile Limited
GLOBALVECT,GLOBALVECT.NS,NSE,equity,Global Vectra Helicorp Limited
GLOBE,GLOBE.NS,NSE,equity,GLOBE ENTERPRISES (INDIA) LIMITED
GLOBECIVIL,GLOBECIVIL.NS,NSE,equity,Globe Civil Projects Limited
GLOBUSSPR,GLOBUSSPR.NS,NSE,equity,Globus Spirits Limited
GLOSTERLTD,GLOSTERLTD.NS,NSE,equity,Gloster Limited
GLOTTIS,GLOTTIS.NS,NSE,equity,Glottis Limited
GLS,GLS.NS,NSE,equity,
GMBREW,GMBREW.NS,NSE,equity,GM Breweries Limited
GMDCLTD,GMDCLTD.NS,NSE,equity,Gujarat Mineral Development Corporation Limited
GMMPFAUDLR,GMMPFAUDLR.NS,NSE,equity,GMM Pfaudler Limited
GMRAIRPORT,GMRAIRPORT.NS,NSE,equity,GMR AIRPORTS LIMITED
GMRINFRA,GMRINFRA.NS,NSE,equity,
GMRP&UI,GMRP&UI.NS,NSE,equity,GMR Power and Urban Infra Limited
GNA,GNA.NS,NSE,equity,GNA Axles Limited
GNFC,GNFC.NS,NSE,equity,Gujarat Narmada Valley Fertilizers and Chemicals Limited
GOACARBON,GOACARBON.NS,NSE,equity,Goa Carbon Limited
GOCLCORP,GOCLCORP.NS,NSE,equity,GOCL Corporation Limited
GOCOLORS,GOCOLORS.NS,NSE,equity,Go Fashion (India) Limited
GODAVARIB,GODAVARIB.NS,NSE,equity,Godavari Biorefineries Limited
GODFRYPHLP,GODFRYPHLP.NS,NSE,equity,Godfrey Phillips India Limited
GODHA,GODHA.NS,NSE,equity,
GODIGIT,GODIGIT.NS,NSE,equity,Go Digit General Insurance Limited
GODREJAGRO,GODREJAGRO.NS,NSE,equity,Godrej Agrovet Limited
GODREJCP,GODREJCP.NS,NSE,equity,Godrej Consumer Products Limited
GODREJIND,GODREJIND.NS,NSE,equity,Godrej Industries Limited
GODREJPROP,GODREJPROP.NS,NSE,equity,Godrej Properties Limited
GOKEX,GOKEX.NS,NSE,equity,Gokaldas Exports Limited
GOKUL,GOKUL.NS,NSE,equity,Gokul Refoils and Solvent Limited
GOKULAGRO,GOKULAGRO.NS,NSE,equity,Gokul Agro Resources Limited
GOLD1,GOLD1.NS,NSE,equity,
GOLD360,GOLD360.NS,NSE,equity,
GOLDADD,GOLDADD.NS,NSE,equity,
GOLDBEES,GOLDBEES.NS,NSE,equity,
GOLDBETA,GOLDBETA.NS,NSE,equity,
GOLDBND,GOLDBND.NS,NSE,equity,
GOLDCASE,GOLDCASE.NS,NSE,equity,
GOLDETF,GOLDETF.NS,NSE,equity,
GOLDETFADD,GOLDETFADD.NS,NSE,equity,
GOLDIAM,GOLDIAM.NS,NSE,equity,Goldiam International Limited
GOLDIETF,GOLDIETF.NS,NSE,equity,
GOLDSHARE,GOLDSHARE.NS,NSE,equity,
GOLDTECH,GOLDTECH.NS,NSE,equity,AION-TECH SOLUTIONS LIMITED
GOODLUCK,GOODLUCK.NS,NSE,equity,Goodluck India Limited
GOPAL,GOPAL.NS,NSE,equity,Gopal Snacks Limited
GOYALALUM,GOYALALUM.NS,NSE,equity,Goyal Aluminiums Limited
GPIL,GPIL.NS,NSE,equity,Godawari Power And Ispat limited
GPPL,GPPL.NS,NSE,equity,Gujarat Pipavav Port Limited
GPTHEALTH,GPTHEALTH.NS,NSE,equity,GPT Healthcare Limited
GPTINFRA,GPTINFRA.NS,NSE,equity,GPT Infraprojects Limited
GRANULES,GRANULES.NS,NSE,equity,Granules India Limited
GRAPHITE,GRAPHITE.NS,NSE,equity,Graphite India Limited
GRASIM,GRASIM.NS,NSE,equity,Grasim Industries Limited
GRAVITA,GRAVITA.NS,NSE,equity,Gravita India Limited
GREAVESCOT,GREAVESCOT.NS,NSE,equity,Greaves Cotton Limited
GREENLAM,GREENLAM.NS,NSE,equity,Greenlam Industries Limited
GREENPANEL,GREENPANEL.NS,NSE,equity,Greenpanel Industries Limited
GREENPLY,GREENPLY.NS,NSE,equity,Greenply Industries Limited
GREENPOWER,GREENPOWER.NS,NSE,equity,Orient Green Power Company Limited
GRINDWELL,GRINDWELL.NS,NSE,equity,Grindwell Norton Limited
GRINFRA,GRINFRA.NS,NSE,equity,G R Infraprojects Limited
GRMOVER,GRMOVER.NS,NSE,equity,GRM Overseas Limited
GROBTEA,GROBTEA.NS,NSE,equity,The Grob Tea Company Limited
GROWEV,GROWEV.NS,NSE,equity,
GROWW,GROWW.NS,NSE,equity,Billionbrains Garage Ventures Limited
GROWWCAPM,GROWWCAPM.NS,NSE,equity,
GROWWCHEM,GROWWCHEM.NS,NSE,equity,
GROWWDEFNC,GROWWDEFNC.NS,NSE,equity,
GROWWEV,GROWWEV.NS,NSE,equity,
GROWWGOLD,GROWWGOLD.NS,NSE,equity,
GROWWHOSPI,GROWWHOSPI.NS,NSE,equity,
GROWWLIQID,GROWWLIQID.NS,NSE,equity,
GROWWLOVOL,GROWWLOVOL.NS,NSE,equity,
GROWWMC150,GROWWMC150.NS,NSE,equity,
GROWWMETAL,GROWWMETAL.NS,NSE,equity,
GROWWMOM50,GROWWMOM50.NS,NSE,equity,
GROWWN200,GROWWN200.NS,NSE,equity,
GROWWNET,GROWWNET.NS,NSE,equity,
GROWWNIFTY,GROWWNIFTY.NS,NSE,equity,
GROWWNXT50,GROWWNXT50.NS,NSE,equity,
GROWWPOWER,GROWWPOWER.NS,NSE,equity,
GROWWPSE,GROWWPSE.NS,NSE,equity,
GROWWRAIL,GROWWRAIL.NS,NSE,equity,
GROWWRLTY,GROWWRLTY.NS,NSE,equity,
GROWWSC250,GROWWSC250.NS,NSE,equity,
GROWWSLVR,GROWWSLVR.NS,NSE,equity,
GRPLTD,GRPLTD.NS,NSE,equity,GRP Limited
GRSE,GRSE.NS,NSE,equity,Garden Reach Shipbuilders & Engineers Limited
GRWRHITECH,GRWRHITECH.NS,NSE,equity,Garware Hi-Tech Films Limited
GSEC10ABSL,GSEC10ABSL.NS,NSE,equity,
GSEC10IETF,GSEC10IETF.NS,NSE,equity,
GSEC10YEAR,GSEC10YEAR.NS,NSE,equity,
GSEC5IETF,GSEC5IETF.NS,NSE,equity,
GSFC,GSFC.NS,NSE,equity,Gujarat State Fertilizers & Chemicals Limited
GSLSU,GSLSU.NS,NSE,equity,Global Surfaces Limited
GSPL,GSPL.NS,NSE,equity,Gujarat State Petronet Limited
GSS,GSS.NS,NSE,equity,GSS Infotech Limited
GTECJAINX,GTECJAINX.NS,NSE,equity,G-TEC JAINX EDUCATION LIMITED
GTL,GTL.NS,NSE,equity,GTL Limited
GTLINFRA,GTLINFRA.NS,NSE,equity,GTL Infrastructure Limited
GTPL,GTPL.NS,NSE,equity,GTPL Hathway Limited
GUFICBIO,GUFICBIO.NS,NSE,equity,Gufic Biosciences Limited
GUJALKALI,GUJALKALI.NS,NSE,equity,Gujarat Alkalies and Chemicals Limited
GUJAPOLLO,GUJAPOLLO.NS,NSE,equity,Gujarat Apollo Industries Limited
GUJGASLTD,GUJGASLTD.NS,NSE,equity,Gujarat Gas Limited
GUJRAFFIA,GUJRAFFIA.NS,NSE,equity,Gujarat Raffia Industries Limited
GUJTHEM,GUJTHEM.NS,NSE,equity,Gujarat Themis Biosyn Limited
GULFOILLUB,GULFOILLUB.NS,NSE,equity,Gulf Oil Lubricants India Limited
GULFPETRO,GULFPETRO.NS,NSE,equity,GP Petroleums Limited
GULPOLY,GULPOLY.NS,NSE,equity,Gulshan Polyols Limited
GVKPIL,GVKPIL.NS,NSE,equity,GVK Power & Infrastructure Limited
GVPIL,GVPIL.NS,NSE,equity,GE Power India Limited
GVPTECH,GVPTECH.NS,NSE,equity,GVP Infotech Limited
GVT&D,GVT&D.NS,NSE,equity,GE Vernova T&D India Limited
HAL,HAL.NS,NSE,equity,Hindustan Aeronautics Limited
HALDER,HALDER.NS,NSE,equity,Halder Venture Limited
HALEOSLABS,HALEOSLABS.NS,NSE,equity,HALEOS LABS LIMITED
HAPPSTMNDS,HAPPSTMNDS.NS,NSE,equity,Happiest Minds Technologies Limited
HAPPYFORGE,HAPPYFORGE.NS,NSE,equity,Happy Forgings Limited
HARDWYN,HARDWYN.NS,NSE,equity,Hardwyn India Limited
HARIOMPIPE,HARIOMPIPE.NS,NSE,equity,Hariom Pipe Industries Limited
HARRMALAYA,HARRMALAYA.NS,NSE,equity,Harrisons  Malayalam Limited
HARSHA,HARSHA.NS,NSE,equity,Harsha Engineers International Limited
HATHWAY,HATHWAY.NS,NSE,equity,Hathway Cable & Datacom Limited
HATSUN,HATSUN.NS,NSE,equity,Hatsun Agro Product Limited
HAVELLS,HAVELLS.NS,NSE,equity,Havells India Limited
HAVISHA,HAVISHA.NS,NSE,equity,Sri Havisha Hospitality and Infrastructure Limited
HBLENGINE,HBLENGINE.NS,NSE,equity,HBL Engineering Limited
HBLPOWER,HBLPOWER.NS,NSE,equity,
HBSL,HBSL.NS,NSE,equity,HB Stockholdings Limited
HCC,HCC.NS,NSE,equity,Hindustan Construction Company Limited
HCG,HCG.NS,NSE,equity,Healthcare Global Enterprises Limited
HCL-INSYS,HCL-INSYS.NS,NSE,equity,HCL Infosystems Limited
HCLTECH,HCLTECH.NS,NSE,equity,HCL Technologies Limited
HDBFS,HDBFS.NS,NSE,equity,HDB Financial Services Limited
HDFCAMC,HDFCAMC.NS,NSE,equity,HDFC Asset Management Company Limited
HDFCBANK,HDFCBANK.NS,NSE,equity,HDFC Bank Limited
HDFCBSE500,HDFCBSE500.NS,NSE,equity,
HDFCGOLD,HDFCGOLD.NS,NSE,equity,
HDFCGROWTH,HDFCGROWTH.NS,NSE,equity,
HDFCLIFE,HDFCLIFE.NS,NSE,equity,HDFC Life Insurance Company Limited
HDFCLIQUID,HDFCLIQUID.NS,NSE,equity,
HDFCLOWVOL,HDFCLOWVOL.NS,NSE,equity,
HDFCMID150,HDFCMID150.NS,NSE,equity,
HDFCMOMENT,HDFCMOMENT.NS,NSE,equity,
HDFCNEXT50,HDFCNEXT50.NS,NSE,equity,
HDFCNIF100,HDFCNIF100.NS,NSE,equity,
HDFCNIFBAN,HDFCNIFBAN.NS,NSE,equity,
HDFCNIFIT,HDFCNIFIT.NS,NSE,equity,
HDFCNIFTY,HDFCNIFTY.NS,NSE,equity,
HDFCPSUBK,HDFCPSUBK.NS,NSE,equity,
HDFCPVTBAN,HDFCPVTBAN.NS,NSE,equity,
HDFCQUAL,HDFCQUAL.NS,NSE,equity,
HDFCSENSEX,HDFCSENSEX.NS,NSE,equity,
HDFCSILVER,HDFCSILVER.NS,NSE,equity,
HDFCSML250,HDFCSML250.NS,NSE,equity,
HDFCVALUE,HDFCVALUE.NS,NSE,equity,
HEADSUP,HEADSUP.NS,NSE,equity,Heads UP Ventures Limited
HEALTHADD,HEALTHADD.NS,NSE,equity,
HEALTHCARE,HEALTHCARE.NS,NSE,equity,
HEALTHIETF,HEALTHIETF.NS,NSE,equity,
HEALTHY,HEALTHY.NS,NSE,equity,
HECPROJECT,HECPROJECT.NS,NSE,equity,HEC Infra Projects Limited
HEG,HEG.NS,NSE,equity,HEG Limited
HEIDELBERG,HEIDELBERG.NS,NSE,equity,HeidelbergCement India Limited
HEMIPROP,HEMIPROP.NS,NSE,equity,Hemisphere Properties India Limited
HERANBA,HERANBA.NS,NSE,equity,Heranba Industries Limited
HERCULES,HERCULES.NS,NSE,equity,
HERITGFOOD,HERITGFOOD.NS,NSE,equity,Heritage Foods Limited
HEROMOTOCO,HEROMOTOCO.NS,NSE,equity,Hero MotoCorp Limited
HESTERBIO,HESTERBIO.NS,NSE,equity,Hester Biosciences Limited
HEUBACHIND,HEUBACHIND.NS,NSE,equity,
HEXATRADEX,HEXATRADEX.NS,NSE,equity,Hexa Tradex Limited
HEXT,HEXT.NS,NSE,equity,Hexaware Technologies Limited
HFCL,HFCL.NS,NSE,equity,HFCL Limited
HGINFRA,HGINFRA.NS,NSE,equity,H.G. Infra Engineering Limited
HGM,HGM.NS,NSE,equity,HandsOn Global Management (HGM) Limited
HGS,HGS.NS,NSE,equity,Hinduja Global Solutions Limited
HIKAL,HIKAL.NS,NSE,equity,Hikal Limited
HIL,HIL.NS,NSE,equity,
HILINFRA,HILINFRA.NS,NSE,equity,Highway Infrastructure Limited
HILTON,HILTON.NS,NSE,equity,Hilton Metal Forging Limited
HIMATSEIDE,HIMATSEIDE.NS,NSE,equity,Himatsingka Seide Limited
HINDALCO,HINDALCO.NS,NSE,equity,Hindalco Industries Limited
HINDCOMPOS,HINDCOMPOS.NS,NSE,equity,Hindustan Composites Limited
HINDCON,HINDCON.NS,NSE,equity,Hindcon Chemicals Limited
HINDCOPPER,HINDCOPPER.NS,NSE,equity,Hindustan Copper Limited
HINDMOTORS,HINDMOTORS.NS,NSE,equity,
HINDNATGLS,HINDNATGLS.NS,NSE,equity,
HINDOILEXP,HINDOILEXP.NS,NSE,equity,Hindustan Oil Exploration Company Limited
HINDPETRO,HINDPETRO.NS,NSE,equity,Hindustan Petroleum Corporation Limited
HINDUNILVR,HINDUNILVR.NS,NSE,equity,Hindustan Unilever Limited
HINDWAREAP,HINDWAREAP.NS,NSE,equity,Hindware Home Innovation Limited
HINDZINC,HINDZINC.NS,NSE,equity,Hindustan Zinc Limited
HIRECT,HIRECT.NS,NSE,equity,Hind Rectifiers Limited
HISARMETAL,HISARMETAL.NS,NSE,equity,Hisar Metal Industries Limited
HITECH,HITECH.NS,NSE,equity,Hi-Tech Pipes Limited
HITECHCORP,HITECHCORP.NS,NSE,equity,Hitech Corporation Limited
HITECHGEAR,HITECHGEAR.NS,NSE,equity,The Hi-Tech Gears Limited
HLEGLAS,HLEGLAS.NS,NSE,equity,HLE Glascoat Limited
HLVLTD,HLVLTD.NS,NSE,equity,HLV LIMITED
HMAAGRO,HMAAGRO.NS,NSE,equity,HMA Agro Industries Limited
HMVL,HMVL.NS,NSE,equity,Hindustan Media Ventures Limited
HNDFDS,HNDFDS.NS,NSE,equity,Hindustan Foods Limited
HNGSNGBEES,HNGSNGBEES.NS,NSE,equity,
HOMEFIRST,HOMEFIRST.NS,NSE,equity,Home First Finance Company India Limited
HONASA,HONASA.NS,NSE,equity,Honasa Consumer Limited
HONAUT,HONAUT.NS,NSE,equity,Honeywell Automation India Limited
HONDAPOWER,HONDAPOWER.NS,NSE,equity,Honda India Power Products Limited
HOVS,HOVS.NS,NSE,equity,
HPAL,HPAL.NS,NSE,equity,HP Adhesives Limited
HPIL,HPIL.NS,NSE,equity,Hindprakash Industries Limited
HPL,HPL.NS,NSE,equity,HPL Electric & Power Limited
HSCL,HSCL.NS,NSE,equity,Himadri Speciality Chemical Limited
HTMEDIA,HTMEDIA.NS,NSE,equity,HT Media Limited
HUBTOWN,HUBTOWN.NS,NSE,equity,Hubtown Limited
HUDCO,HUDCO.NS,NSE,equity,Housing & Urban Development Corporation Limited
HUHTAMAKI,HUHTAMAKI.NS,NSE,equity,Huhtamaki India Limited
HYBRIDFIN,HYBRIDFIN.NS,NSE,equity,Hybrid Financial Services Limited
HYUNDAI,HYUNDAI.NS,NSE,equity,Hyundai Motor India Limited
IBREALEST,IBREALEST.NS,NSE,equity,
IBULHSGFIN,IBULHSGFIN.NS,NSE,equity,
IBULLSLTD,IBULLSLTD.NS,NSE,equity,Indiabulls Limited
ICDSLTD,ICDSLTD.NS,NSE,equity,ICDS Limited
ICEMAKE,ICEMAKE.NS,NSE,equity,Ice Make Refrigeration Limited
ICICIAMC,ICICIAMC.NS,NSE,equity,ICICI Prudential Asset Management Company Limited
ICICIB22,ICICIB22.NS,NSE,equity,
ICICIBANK,ICICIBANK.NS,NSE,equity,ICICI Bank Limited
ICICIGI,ICICIGI.NS,NSE,equity,ICICI Lombard General Insurance Company Limited
ICICIPRULI,ICICIPRULI.NS,NSE,equity,ICICI Prudential Life Insurance Company Limited
ICIL,ICIL.NS,NSE,equity,Indo Count Industries Limited
ICRA,ICRA.NS,NSE,equity,ICRA Limited
IDBI,IDBI.NS,NSE,equity,IDBI Bank Limited
IDEA,IDEA.NS,NSE,equity,Vodafone Idea Limited
IDEAFORGE,IDEAFORGE.NS,NSE,equity,Ideaforge Technology Limited
IDFC,IDFC.NS,NSE,equity,
IDFCFIRSTB,IDFCFIRSTB.NS,NSE,equity,IDFC First Bank Limited
IDFNIFTYET,IDFNIFTYET.NS,NSE,equity,
IEL,IEL.NS,NSE,equity,
IEX,IEX.NS,NSE,equity,Indian Energy Exchange Limited
IFBAGRO,IFBAGRO.NS,NSE,equity,IFB Agro Industries Limited
IFBIND,IFBIND.NS,NSE,equity,IFB Industries Limited
IFCI,IFCI.NS,NSE,equity,IFCI Limited
IFGLEXPOR,IFGLEXPOR.NS,NSE,equity,IFGL Refractories Limited
IGARASHI,IGARASHI.NS,NSE,equity,Igarashi Motors India Limited
IGCL,IGCL.NS,NSE,equity,Indogulf Cropsciences Limited
IGIL,IGIL.NS,NSE,equity,International Gemmological Institute (India) Limited
IGL,IGL.NS,NSE,equity,Indraprastha Gas Limited
IGPL,IGPL.NS,NSE,equity,IG Petrochemicals Limited
IIFL,IIFL.NS,NSE,equity,IIFL Finance Limited
IIFLCAPS,IIFLCAPS.NS,NSE,equity,IIFL Capital Services Limited
IIFLSEC,IIFLSEC.NS,NSE,equity,
IITL,IITL.NS,NSE,equity,Industrial Investment Trust Limited
IKIO,IKIO.NS,NSE,equity,IKIO Technologies Limited
IKS,IKS.NS,NSE,equity,Inventurus Knowledge Solutions Limited
IMAGICAA,IMAGICAA.NS,NSE,equity,Imagicaaworld Entertainment Limited
IMFA,IMFA.NS,NSE,equity,Indian Metals & Ferro Alloys Limited
IMPAL,IMPAL.NS,NSE,equity,India Motor Parts and Accessories Limited
IMPEXFERRO,IMPEXFERRO.NS,NSE,equity,Impex Ferro Tech Limited
INCREDIBLE,INCREDIBLE.NS,NSE,equity,INCREDIBLE INDUSTRIES LIMITED
INDBANK,INDBANK.NS,NSE,equity,Indbank Merchant Banking Services Limited
INDGN,INDGN.NS,NSE,equity,Indegene Limited
INDHOTEL,INDHOTEL.NS,NSE,equity,The Indian Hotels Company Limited
INDIACEM,INDIACEM.NS,NSE,equity,The India Cements Limited
INDIAGLYCO,INDIAGLYCO.NS,NSE,equity,India Glycols Limited
INDIAMART,INDIAMART.NS,NSE,equity,Indiamart Intermesh Limited
INDIANB,INDIANB.NS,NSE,equity,Indian Bank
INDIANCARD,INDIANCARD.NS,NSE,equity,Indian Card Clothing Company Limited
INDIANHUME,INDIANHUME.NS,NSE,equity,Indian Hume Pipe Company Limited
INDIASHLTR,INDIASHLTR.NS,NSE,equity,India Shelter Finance Corporation Limited
INDIGO,INDIGO.NS,NSE,equity,InterGlobe Aviation Limited
INDIGOPNTS,INDIGOPNTS.NS,NSE,equity,Indigo Paints Limited
INDIQUBE,INDIQUBE.NS,NSE,equity,Indiqube Spaces Limited
INDNIPPON,INDNIPPON.NS,NSE,equity,India Nippon Electricals Limited
INDOAMIN,INDOAMIN.NS,NSE,equity,Indo Amines Limited
INDOBORAX,INDOBORAX.NS,NSE,equity,Indo Borax & Chemicals Limited
INDOCO,INDOCO.NS,NSE,equity,Indoco Remedies Limited
INDOFARM,INDOFARM.NS,NSE,equity,Indo Farm Equipment Limited
INDORAMA,INDORAMA.NS,NSE,equity,Indo Rama Synthetics (India) Limited
INDOSTAR,INDOSTAR.NS,NSE,equity,IndoStar Capital Finance Limited
INDOTECH,INDOTECH.NS,NSE,equity,Indo Tech Transformers Limited
INDOTHAI,INDOTHAI.NS,NSE,equity,Indo Thai Securities Limited
INDOUS,INDOUS.NS,NSE,equity,Indo Us Biotech Limited
INDOWIND,INDOWIND.NS,NSE,equity,Indowind Energy Limited
INDRAMEDCO,INDRAMEDCO.NS,NSE,equity,Indraprastha Medical Corporation Limited
INDSWFTLAB,INDSWFTLAB.NS,NSE,equity,Ind-Swift Laboratories Limited
INDSWFTLTD,INDSWFTLTD.NS,NSE,equity,
INDTERRAIN,INDTERRAIN.NS,NSE,equity,Indian Terrain Fashions Limited
INDUSINDBK,INDUSINDBK.NS,NSE,equity,IndusInd Bank Limited
INDUSTOWER,INDUSTOWER.NS,NSE,equity,Indus Towers Limited
INFIBEAM,INFIBEAM.NS,NSE,equity,
INFOBEAN,INFOBEAN.NS,NSE,equity,InfoBeans Technologies Limited
INFOMEDIA,INFOMEDIA.NS,NSE,equity,Infomedia Press Limited
INFRA,INFRA.NS,NSE,equity,
INFRABEES,INFRABEES.NS,NSE,equity,
INFRAIETF,INFRAIETF.NS,NSE,equity,
INFY,INFY.NS,NSE,equity,Infosys Limited
INGERRAND,INGERRAND.NS,NSE,equity,Ingersoll Rand (India) Limited
INNOVACAP,INNOVACAP.NS,NSE,equity,Innova Captab Limited
INNOVANA,INNOVANA.NS,NSE,equity,Innovana Thinklabs Limited
INOXGREEN,INOXGREEN.NS,NSE,equity,Inox Green Energy Services Limited
INOXINDIA,INOXINDIA.NS,NSE,equity,INOX India Limited
INOXWIND,INOXWIND.NS,NSE,equity,Inox Wind Limited
INSECTICID,INSECTICID.NS,NSE,equity,Insecticides (India) Limited
INSPIRISYS,INSPIRISYS.NS,NSE,equity,Inspirisys Solutions Limited
INTELLECT,INTELLECT.NS,NSE,equity,Intellect Design Arena Limited
INTENTECH,INTENTECH.NS,NSE,equity,Intense Technologies Limited
INTERARCH,INTERARCH.NS,NSE,equity,Interarch Building Solutions Limited
INTERNET,INTERNET.NS,NSE,equity,
INTLCONV,INTLCONV.NS,NSE,equity,International Conveyors Limited
INVENTURE,INVENTURE.NS,NSE,equity,Inventure Growth & Securities Limited
IOB,IOB.NS,NSE,equity,Indian Overseas Bank
IOC,IOC.NS,NSE,equity,Indian Oil Corporation Limited
IOLCP,IOLCP.NS,NSE,equity,IOL Chemicals and Pharmaceuticals Limited
IONEXCHANG,IONEXCHANG.NS,NSE,equity,ION Exchange (India) Limited
IPCALAB,IPCALAB.NS,NSE,equity,IPCA Laboratories Limited
IPL,IPL.NS,NSE,equity,India Pesticides Limited
IRB,IRB.NS,NSE,equity,IRB Infrastructure Developers Limited
IRCON,IRCON.NS,NSE,equity,Ircon International Limited
IRCTC,IRCTC.NS,NSE,equity,Indian Railway Catering And Tourism Corporation Limited
IREDA,IREDA.NS,NSE,equity,Indian Renewable Energy Development Agency Limited
IRFC,IRFC.NS,NSE,equity,Indian Railway Finance Corporation Limited
IRIS,IRIS.NS,NSE,equity,IRIS RegTech Solutions Limited
IRISDOREME,IRISDOREME.NS,NSE,equity,Iris Clothings Limited
IRMENERGY,IRMENERGY.NS,NSE,equity,IRM Energy Limited
ISEC,ISEC.NS,NSE,equity,
ISFT,ISFT.NS,NSE,equity,Intrasoft Technologies Limited
ISGEC,ISGEC.NS,NSE,equity,Isgec Heavy Engineering Limited
ISHANCH,ISHANCH.NS,NSE,equity,Ishan Dyes and Chemicals Limited
ISMTLTD,ISMTLTD.NS,NSE,equity,
IT,IT.NS,NSE,equity,
ITADD,ITADD.NS,NSE,equity,
ITBEES,ITBEES.NS,NSE,equity,
ITBETA,ITBETA.NS,NSE,equity,
ITC,ITC.NS,NSE,equity,ITC Limited
ITCHOTELS,ITCHOTELS.NS,NSE,equity,ITC Hotels Limited
ITDC,ITDC.NS,NSE,equity,India Tourism Development Corporation Limited
ITDCEM,ITDCEM.NS,NSE,equity,
ITETF,ITETF.NS,NSE,equity,
ITETFADD,ITETFADD.NS,NSE,equity,
ITI,ITI.NS,NSE,equity,ITI Limited
ITIETF,ITIETF.NS,NSE,equity,
IVALUE,IVALUE.NS,NSE,equity,Ivalue Infosolutions Limited
IVC,IVC.NS,NSE,equity,IL&FS Investment Managers Limited
IVP,IVP.NS,NSE,equity,IVP Limited
IVZINGOLD,IVZINGOLD.NS,NSE,equity,
IVZINNIFTY,IVZINNIFTY.NS,NSE,equity,
IWEL,IWEL.NS,NSE,equity,
IXIGO,IXIGO.NS,NSE,equity,Le Travenues Technology Limited
IZMO,IZMO.NS,NSE,equity,IZMO Limited
J&KBANK,J&KBANK.NS,NSE,equity,The Jammu & Kashmir Bank Limited
JAGRAN,JAGRAN.NS,NSE,equity,Jagran Prakashan Limited
JAGSNPHARM,JAGSNPHARM.NS,NSE,equity,Jagsonpal Pharmaceuticals Limited
JAIBALAJI,JAIBALAJI.NS,NSE,equity,Jai Balaji Industries Limited
JAICORPLTD,JAICORPLTD.NS,NSE,equity,Jai Corp Limited
JAINREC,JAINREC.NS,NSE,equity,Jain Resource Recycling Limited
JAIPURKURT,JAIPURKURT.NS,NSE,equity,Nandani Creation Limited
JAMNAAUTO,JAMNAAUTO.NS,NSE,equity,Jamna Auto Industries Limited
JARO,JARO.NS,NSE,equity,Jaro Institute of Technology Management and Research Limited
JASH,JASH.NS,NSE,equity,Jash Engineering Limited
JAYAGROGN,JAYAGROGN.NS,NSE,equity,Jayant Agro Organics Limited
JAYBARMARU,JAYBARMARU.NS,NSE,equity,Jay Bharat Maruti Limited
