display_name,yahoo_symbol,exchange,type,company_name
BOROSCI,BOROSCI.NS,NSE,equity,Borosil Scientific Limited
BOSCH-HCIL,BOSCH-HCIL.NS,NSE,equity,BOSCH HOME COMFORT INDIA LIMITED
BOSCHLTD,BOSCHLTD.NS,NSE,equity,Bosch Limited
BPCL,BPCL.NS,NSE,equity,Bharat Petroleum Corporation Limited
BPL,BPL.NS,NSE,equity,BPL Limited
BRIGADE,BRIGADE.NS,NSE,equity,Brigade Enterprises Limited
BRIGHOTEL,BRIGHOTEL.NS,NSE,equity,Brigade Hotel Ventures Limited
BRITANNIA,BRITANNIA.NS,NSE,equity,Britannia Industries Limited
BRNL,BRNL.NS,NSE,equity,Bharat Road Network Limited
BROOKS,BROOKS.NS,NSE,equity,Brooks Laboratories Limited
BSE,BSE.NS,NSE,equity,BSE Limited
BSE500IETF,BSE500IETF.NS,NSE,equity,
BSHSL,BSHSL.NS,NSE,equity,Bombay Super Hybrid Seeds Limited
BSL,BSL.NS,NSE,equity,BSL Limited
BSLGOLDETF,BSLGOLDETF.NS,NSE,equity,
BSLNIFTY,BSLNIFTY.NS,NSE,equity,
BSLSENETFG,BSLSENETFG.NS,NSE,equity,
BSOFT,BSOFT.NS,NSE,equity,BIRLASOFT LIMITED
BTML,BTML.NS,NSE,equity,Bodhi Tree Multimedia Limited
BUILDPRO,BUILDPRO.NS,NSE,equity,Shankara Buildpro Limited
BURNPUR,BURNPUR.NS,NSE,equity,
BUTTERFLY,BUTTERFLY.NS,NSE,equity,Butterfly Gandhimathi Appliances Limited
BVCL,BVCL.NS,NSE,equity,Barak Valley Cements Limited
BYKE,BYKE.NS,NSE,equity,The Byke Hospitality Ltd
CALSOFT,CALSOFT.NS,NSE,equity,California Software Company Limited
CAMLINFINE,CAMLINFINE.NS,NSE,equity,Camlin Fine Sciences Limited
CAMPUS,CAMPUS.NS,NSE,equity,Campus Activewear Limited
CAMS,CAMS.NS,NSE,equity,Computer Age Management Services Limited
CANBK,CANBK.NS,NSE,equity,Canara Bank
CANFINHOME,CANFINHOME.NS,NSE,equity,Can Fin Homes Limited
CANHLIFE,CANHLIFE.NS,NSE,equity,Canara HSBC Life Insurance Company Limited
CANTABIL,CANTABIL.NS,NSE,equity,Cantabil Retail India Limited
CAPACITE,CAPACITE.NS,NSE,equity,Capacit'e Infraprojects Limited
CAPILLARY,CAPILLARY.NS,NSE,equity,Capillary Technologies India Limited
CAPITALSFB,CAPITALSFB.NS,NSE,equity,Capital Small Finance Bank Limited
CAPLIPOINT,CAPLIPOINT.NS,NSE,equity,Caplin Point Laboratories Limited
CAPTRUST,CAPTRUST.NS,NSE,equity,Capital Trust Limited
CARBORUNIV,CARBORUNIV.NS,NSE,equity,Carborundum Universal Limited
CAREERP,CAREERP.NS,NSE,equity,
CARERATING,CARERATING.NS,NSE,equity,CARE Ratings Limited
CARRARO,CARRARO.NS,NSE,equity,Carraro India Limited
CARTRADE,CARTRADE.NS,NSE,equity,Cartrade Tech Limited
CARYSIL,CARYSIL.NS,NSE,equity,CARYSIL LIMITED
CASHIETF,CASHIETF.NS,NSE,equity,
CASTROLIND,CASTROLIND.NS,NSE,equity,Castrol India Limited
CCAVENUE,CCAVENUE.NS,NSE,equity,AvenuesAI Limited
CCCL,CCCL.NS,NSE,equity,Consolidated Construction Consortium Limited
CCHHL,CCHHL.NS,NSE,equity,Country Club Hospitality & Holidays Limited
CCL,CCL.NS,NSE,equity,CCL Products (India) Limited
CDSL,CDSL.NS,NSE,equity,Central Depository Services (India) Limited
CEATLTD,CEATLTD.NS,NSE,equity,CEAT Limited
CEIGALL,CEIGALL.NS,NSE,equity,Ceigall India Limited
CEINSYS,CEINSYS.NS,NSE,equity,Ceinsys Tech Limited
CELEBRITY,CELEBRITY.NS,NSE,equity,Celebrity Fashions Limited
CELLO,CELLO.NS,NSE,equity,Cello World Limited
CEMPRO,CEMPRO.NS,NSE,equity,Cemindia Projects Limited
CENTENKA,CENTENKA.NS,NSE,equity,Century Enka Limited
CENTEXT,CENTEXT.NS,NSE,equity,Century Extrusions Limited
CENTRALBK,CENTRALBK.NS,NSE,equity,Central Bank of India
CENTRUM,CENTRUM.NS,NSE,equity,Centrum Capital Limited
CENTUM,CENTUM.NS,NSE,equity,Centum Electronics Limited
CENTURYPLY,CENTURYPLY.NS,NSE,equity,Century Plyboards (India) Limited
CENTURYTEX,CENTURYTEX.NS,NSE,equity,
CERA,CERA.NS,NSE,equity,Cera Sanitaryware Limited
CEREBRAINT,CEREBRAINT.NS,NSE,equity,Cerebra Integrated Technologies Limited
CESC,CESC.NS,NSE,equity,CESC Limited
CEWATER,CEWATER.NS,NSE,equity,Concord Enviro Systems Limited
CGCL,CGCL.NS,NSE,equity,Capri Global Capital Limited
CGPOWER,CGPOWER.NS,NSE,equity,CG Power and Industrial Solutions Limited
CHALET,CHALET.NS,NSE,equity,Chalet Hotels Limited
CHAMBLFERT,CHAMBLFERT.NS,NSE,equity,Chambal Fertilizers & Chemicals Limited
CHEMBOND,CHEMBOND.NS,NSE,equity,Chembond Material Technologies Limited
CHEMBONDCH,CHEMBONDCH.NS,NSE,equity,Chembond Chemicals Limited
CHEMCON,CHEMCON.NS,NSE,equity,Chemcon Speciality Chemicals Limited
CHEMFAB,CHEMFAB.NS,NSE,equity,Chemfab Alkalis Limited
CHEMICAL,CHEMICAL.NS,NSE,equity,
CHEMPLASTS,CHEMPLASTS.NS,NSE,equity,Chemplast Sanmar Limited
CHENNPETRO,CHENNPETRO.NS,NSE,equity,Chennai Petroleum Corporation Limited
CHEVIOT,CHEVIOT.NS,NSE,equity,Cheviot Company Limited
CHOICEGOLD,CHOICEGOLD.NS,NSE,equity,
CHOICEIN,CHOICEIN.NS,NSE,equity,Choice International Limited
CHOLAFIN,CHOLAFIN.NS,NSE,equity,Cholamandalam Investment and Finance Company Limited
CHOLAHLDNG,CHOLAHLDNG.NS,NSE,equity,Cholamandalam Financial Holdings Limited
CIEINDIA,CIEINDIA.NS,NSE,equity,CIE Automotive India Limited
CIFL,CIFL.NS,NSE,equity,Capital India Finance Limited
CIGNITITEC,CIGNITITEC.NS,NSE,equity,Cigniti Technologies Limited
CINELINE,CINELINE.NS,NSE,equity,Cineline India Limited
CINEVISTA,CINEVISTA.NS,NSE,equity,Cinevista Limited
CIPLA,CIPLA.NS,NSE,equity,Cipla Limited
CLEAN,CLEAN.NS,NSE,equity,Clean Science and Technology Limited
CLEANMAX,CLEANMAX.NS,NSE,equity,Clean Max Enviro Energy Solutions Limited
CLEDUCATE,CLEDUCATE.NS,NSE,equity,CL Educate Limited
CLSEL,CLSEL.NS,NSE,equity,Chaman Lal Setia Exports Limited
CMSINFO,CMSINFO.NS,NSE,equity,CMS Info Systems Limited
CNL,CNL.NS,NSE,equity,Creative Newtech Limited
COALINDIA,COALINDIA.NS,NSE,equity,Coal India Limited
COASTCORP,COASTCORP.NS,NSE,equity,Coastal Corporation Limited
COCHINSHIP,COCHINSHIP.NS,NSE,equity,Cochin Shipyard Limited
COFFEEDAY,COFFEEDAY.NS,NSE,equity,Coffee Day Enterprises Limited
COFORGE,COFORGE.NS,NSE,equity,Coforge Limited
COHANCE,COHANCE.NS,NSE,equity,Cohance Lifesciences Limited
COLPAL,COLPAL.NS,NSE,equity,Colgate Palmolive (India) Limited
COMMOIETF,COMMOIETF.NS,NSE,equity,
COMPUSOFT,COMPUSOFT.NS,NSE,equity,Compucom Software Limited
COMSYN,COMSYN.NS,NSE,equity,Commercial Syn Bags Limited
CONCOR,CONCOR.NS,NSE,equity,Container Corporation of India Limited
CONCORDBIO,CONCORDBIO.NS,NSE,equity,Concord Biotech Limited
CONFIPET,CONFIPET.NS,NSE,equity,Confidence Petroleum India Limited
CONS,CONS.NS,NSE,equity,
CONSOFINVT,CONSOFINVT.NS,NSE,equity,Consolidated Finvest & Holdings Limited
CONSUMBEES,CONSUMBEES.NS,NSE,equity,
CONSUMER,CONSUMER.NS,NSE,equity,
CONSUMIETF,CONSUMIETF.NS,NSE,equity,
CONTROLPR,CONTROLPR.NS,NSE,equity,Control Print Limited
CORALFINAC,CORALFINAC.NS,NSE,equity,Coral India Finance & Housing Limited
CORDSCABLE,CORDSCABLE.NS,NSE,equity,Cords Cable Industries Limited
COROMANDEL,COROMANDEL.NS,NSE,equity,Coromandel International Limited
CORONA,CORONA.NS,NSE,equity,CORONA Remedies Limited
COSMOFIRST,COSMOFIRST.NS,NSE,equity,COSMO FIRST LIMITED
COUNCODOS,COUNCODOS.NS,NSE,equity,Country Condo's Limited
CPCAP,CPCAP.NS,NSE,equity,CP Capital Limited
CPEDU,CPEDU.NS,NSE,equity,Career Point Edutech Limited
CPPLUS,CPPLUS.NS,NSE,equity,Aditya Infotech Limited
CPSEETF,CPSEETF.NS,NSE,equity,
CRAFTSMAN,CRAFTSMAN.NS,NSE,equity,Craftsman Automation Limited
CRAMC,CRAMC.NS,NSE,equity,Canara Robeco Asset Management Company Limited
CREATIVE,CREATIVE.NS,NSE,equity,
CREATIVEYE,CREATIVEYE.NS,NSE,equity,Creative Eye Limited
CREDITACC,CREDITACC.NS,NSE,equity,CREDITACCESS GRAMEEN LIMITED
CREST,CREST.NS,NSE,equity,Crest Ventures Limited
CRISIL,CRISIL.NS,NSE,equity,CRISIL Limited
CRIZAC,CRIZAC.NS,NSE,equity,Crizac Limited
CROMPTON,CROMPTON.NS,NSE,equity,Crompton Greaves Consumer Electricals Limited
CROWN,CROWN.NS,NSE,equity,Crown Lifters Limited
CSBBANK,CSBBANK.NS,NSE,equity,CSB Bank Limited
CSLFINANCE,CSLFINANCE.NS,NSE,equity,CSL Finance Limited
CTE,CTE.NS,NSE,equity,Cambridge Technology Enterprises Limited
CUB,CUB.NS,NSE,equity,City Union Bank Limited
CUBEXTUB,CUBEXTUB.NS,NSE,equity,Cubex Tubings Limited
CUMMINSIND,CUMMINSIND.NS,NSE,equity,Cummins India Limited
CUPID,CUPID.NS,NSE,equity,Cupid Limited
CURAA,CURAA.NS,NSE,equity,Cura Technologies Limited
CYBERMEDIA,CYBERMEDIA.NS,NSE,equity,Cyber Media (India) Limited
CYBERTECH,CYBERTECH.NS,NSE,equity,Cybertech Systems And Software Limited
CYIENT,CYIENT.NS,NSE,equity,Cyient Limited
CYIENTDLM,CYIENTDLM.NS,NSE,equity,Cyient DLM Limited
DABUR,DABUR.NS,NSE,equity,Dabur India Limited
DALBHARAT,DALBHARAT.NS,NSE,equity,Dalmia Bharat Limited
DALMIASUG,DALMIASUG.NS,NSE,equity,Dalmia Bharat Sugar and Industries Limited
DAMCAPITAL,DAMCAPITAL.NS,NSE,equity,Dam Capital Advisors Limited
DAMODARIND,DAMODARIND.NS,NSE,equity,Damodar Industries Limited
DANGEE,DANGEE.NS,NSE,equity,Dangee Dums Limited
DATAMATICS,DATAMATICS.NS,NSE,equity,Datamatics Global Services Limited
DATAPATTNS,DATAPATTNS.NS,NSE,equity,Data Patterns (India) Limited
DAVANGERE,DAVANGERE.NS,NSE,equity,Davangere Sugar Company Limited
DBCORP,DBCORP.NS,NSE,equity,D.B.Corp Limited
DBEIL,DBEIL.NS,NSE,equity,Deepak Builders & Engineers India Limited
DBL,DBL.NS,NSE,equity,Dilip Buildcon Limited
DBOL,DBOL.NS,NSE,equity,Dhampur Bio Organics Limited
DBREALTY,DBREALTY.NS,NSE,equity,Valor Estate Limited
DBSTOCKBRO,DBSTOCKBRO.NS,NSE,equity,DB (International) Stock Brokers Limited
DCAL,DCAL.NS,NSE,equity,Dishman Carbogen Amcis Limited
DCBBANK,DCBBANK.NS,NSE,equity,DCB Bank Limited
DCI,DCI.NS,NSE,equity,Dc Infotech And Communication Limited
DCM,DCM.NS,NSE,equity,DCM  Limited
DCMFINSERV,DCMFINSERV.NS,NSE,equity,DCM Financial Services Limited
DCMNVL,DCMNVL.NS,NSE,equity,DCM Nouvelle Limited
DCMSHRIRAM,DCMSHRIRAM.NS,NSE,equity,DCM Shriram Limited
DCMSIL,DCMSIL.NS,NSE,equity,DCM Shriram International Limited
DCMSRIND,DCMSRIND.NS,NSE,equity,DCM Shriram Industries Limited
DCW,DCW.NS,NSE,equity,DCW Limited
DCXINDIA,DCXINDIA.NS,NSE,equity,DCX Systems Limited
DDEVPLSTIK,DDEVPLSTIK.NS,NSE,equity,Ddev Plastiks Industries Limited
DECCANCE,DECCANCE.NS,NSE,equity,Deccan Cements Limited
DEEDEV,DEEDEV.NS,NSE,equity,DEE Development Engineers Limited
DEEPAKFERT,DEEPAKFERT.NS,NSE,equity,Deepak Fertilizers and Petrochemicals Corporation Limited
DEEPAKNTR,DEEPAKNTR.NS,NSE,equity,Deepak Nitrite Limited
DEEPENR,DEEPENR.NS,NSE,equity,
DEEPINDS,DEEPINDS.NS,NSE,equity,Deep Industries Limited
DEFENCE,DEFENCE.NS,NSE,equity,
DELHIVERY,DELHIVERY.NS,NSE,equity,Delhivery Limited
DELPHIFX,DELPHIFX.NS,NSE,equity,DELPHI WORLD MONEY LIMITED
DELTACORP,DELTACORP.NS,NSE,equity,Delta Corp Limited
DELTAMAGNT,DELTAMAGNT.NS,NSE,equity,Delta Manufacturing Limited
DEN,DEN.NS,NSE,equity,Den Networks Limited
DENORA,DENORA.NS,NSE,equity,De Nora India Limited
DENTA,DENTA.NS,NSE,equity,Denta Water and Infra Solutions Limited
DEVIT,DEVIT.NS,NSE,equity,Dev Information Technology Limited
DEVX,DEVX.NS,NSE,equity,Dev Accelerator Limited
DEVYANI,DEVYANI.NS,NSE,equity,Devyani International Limited
DGCONTENT,DGCONTENT.NS,NSE,equity,Digicontent Limited
DHAMPURSUG,DHAMPURSUG.NS,NSE,equity,Dhampur Sugar Mills Limited
DHANBANK,DHANBANK.NS,NSE,equity,Dhanlaxmi Bank Limited
DHANI,DHANI.NS,NSE,equity,
DHANUKA,DHANUKA.NS,NSE,equity,Dhanuka Agritech Limited
DHARMAJ,DHARMAJ.NS,NSE,equity,Dharmaj Crop Guard Limited
DHRUV,DHRUV.NS,NSE,equity,Dhruv Consultancy Services Limited
DHUNINV,DHUNINV.NS,NSE,equity,Dhunseri Investments Limited
DIACABS,DIACABS.NS,NSE,equity,Diamond Power Infrastructure Limited
DIAMINESQ,DIAMINESQ.NS,NSE,equity,Diamines & Chemicals Limited
DIAMONDYD,DIAMONDYD.NS,NSE,equity,Prataap Snacks Limited
DICIND,DICIND.NS,NSE,equity,DIC India Limited
DIFFNKG,DIFFNKG.NS,NSE,equity,Diffusion Engineers Limited
DIGIDRIVE,DIGIDRIVE.NS,NSE,equity,Digidrive Distributors Limited
DIGISPICE,DIGISPICE.NS,NSE,equity,DiGiSPICE Technologies Limited
DIGITIDE,DIGITIDE.NS,NSE,equity,Digitide Solutions Limited
DIGJAMLMTD,DIGJAMLMTD.NS,NSE,equity,Digjam Limited
DIL,DIL.NS,NSE,equity,
DISHTV,DISHTV.NS,NSE,equity,Dish TV India Limited
DIVGIITTS,DIVGIITTS.NS,NSE,equity,Divgi Torqtransfer Systems Limited
DIVIDEND,DIVIDEND.NS,NSE,equity,
DIVISLAB,DIVISLAB.NS,NSE,equity,Divi's Laboratories Limited
DIVOPPBEES,DIVOPPBEES.NS,NSE,equity,
DIXON,DIXON.NS,NSE,equity,Dixon Technologies (India) Limited
DJML,DJML.NS,NSE,equity,DJ Mediaprint & Logistics Limited
DLF,DLF.NS,NSE,equity,DLF Limited
DLINKINDIA,DLINKINDIA.NS,NSE,equity,D-Link (India) Limited
DMART,DMART.NS,NSE,equity,Avenue Supermarts Limited
DMCC,DMCC.NS,NSE,equity,DMCC SPECIALITY CHEMICALS LIMITED
DNAMEDIA,DNAMEDIA.NS,NSE,equity,Diligent Media Corporation Limited
DODLA,DODLA.NS,NSE,equity,Dodla Dairy Limited
DOLATALGO,DOLATALGO.NS,NSE,equity,Dolat Algotech Limited
DOLLAR,DOLLAR.NS,NSE,equity,Dollar Industries Limited
DOLPHIN,DOLPHIN.NS,NSE,equity,Dolphin Offshore Enterprises (India) Limited
DOMS,DOMS.NS,NSE,equity,DOMS Industries Limited
DONEAR,DONEAR.NS,NSE,equity,Donear Industries Limited
DPABHUSHAN,DPABHUSHAN.NS,NSE,equity,D. P. Abhushan Limited
DPSCLTD,DPSCLTD.NS,NSE,equity,DPSC Limited
DPWIRES,DPWIRES.NS,NSE,equity,D P Wires Limited
DRCSYSTEMS,DRCSYSTEMS.NS,NSE,equity,DRC Systems India Limited
DREAMFOLKS,DREAMFOLKS.NS,NSE,equity,Dreamfolks Services Limited
DREDGECORP,DREDGECORP.NS,NSE,equity,Dredging Corporation of India Limited
DRREDDY,DRREDDY.NS,NSE,equity,Dr. Reddy's Laboratories Limited
DSFCL,DSFCL.NS,NSE,equity,DCM Shriram Fine Chemicals Limited
DSPBANKETF,DSPBANKETF.NS,NSE,equity,
DSPGOLDETF,DSPGOLDETF.NS,NSE,equity,
DSPITETF,DSPITETF.NS,NSE,equity,
DSPN50ETF,DSPN50ETF.NS,NSE,equity,
DSPNEWETF,DSPNEWETF.NS,NSE,equity,
DSPPSBKETF,DSPPSBKETF.NS,NSE,equity,
DSPPVBKETF,DSPPVBKETF.NS,NSE,equity,
DSPQ50ETF,DSPQ50ETF.NS,NSE,equity,
DSPSENXETF,DSPSENXETF.NS,NSE,equity,
DSPSILVETF,DSPSILVETF.NS,NSE,equity,
DSSL,DSSL.NS,NSE,equity,Dynacons Systems & Solutions Limited
DTIL,DTIL.NS,NSE,equity,Dhunseri Tea & Industries Limited
DUCON,DUCON.NS,NSE,equity,Ducon Infratechnologies Limited
DVL,DVL.NS,NSE,equity,Dhunseri Ventures Limited
DWARKESH,DWARKESH.NS,NSE,equity,Dwarikesh Sugar Industries Limited
DYCL,DYCL.NS,NSE,equity,Dynamic Cables Limited
DYNAMATECH,DYNAMATECH.NS,NSE,equity,Dynamatic Technologies Limited
DYNPRO,DYNPRO.NS,NSE,equity,Dynemic Products Limited
E2E,E2E.NS,NSE,equity,E2E Networks Limited
EASEMYTRIP,EASEMYTRIP.NS,NSE,equity,Easy Trip Planners Limited
EBANKNIFTY,EBANKNIFTY.NS,NSE,equity,
EBBETF0425,EBBETF0425.NS,NSE,equity,
EBBETF0430,EBBETF0430.NS,NSE,equity,
EBBETF0431,EBBETF0431.NS,NSE,equity,
EBBETF0433,EBBETF0433.NS,NSE,equity,
EBGNG,EBGNG.NS,NSE,equity,GNG Electronics Limited
ECAPINSURE,ECAPINSURE.NS,NSE,equity,
ECLERX,ECLERX.NS,NSE,equity,eClerx Services Limited
ECOSMOBLTY,ECOSMOBLTY.NS,NSE,equity,Ecos (India) Mobility & Hospitality Limited
EDELWEISS,EDELWEISS.NS,NSE,equity,Edelweiss Financial Services Limited
EFCIL,EFCIL.NS,NSE,equity,EFC (I) Limited
EGOLD,EGOLD.NS,NSE,equity,
EICHERMOT,EICHERMOT.NS,NSE,equity,Eicher Motors Limited
EIDPARRY,EIDPARRY.NS,NSE,equity,EID Parry India Limited
EIEL,EIEL.NS,NSE,equity,Enviro Infra Engineers Limited
EIFFL,EIFFL.NS,NSE,equity,Euro India Fresh Foods Limited
EIHAHOTELS,EIHAHOTELS.NS,NSE,equity,EIH Associated Hotels Limited
EIHOTEL,EIHOTEL.NS,NSE,equity,EIH Limited
EIMCOELECO,EIMCOELECO.NS,NSE,equity,Eimco Elecon (India) Limited
EKC,EKC.NS,NSE,equity,Everest Kanto Cylinder Limited
ELDEHSG,ELDEHSG.NS,NSE,equity,Eldeco Housing And Industries Limited
ELECON,ELECON.NS,NSE,equity,Elecon Engineering Company Limited
ELECTCAST,ELECTCAST.NS,NSE,equity,Electrosteel Castings Limited
ELECTHERM,ELECTHERM.NS,NSE,equity,Electrotherm (India) Limited
ELGIEQUIP,ELGIEQUIP.NS,NSE,equity,Elgi Equipments Limited
ELGIRUBCO,ELGIRUBCO.NS,NSE,equity,Elgi Rubber Company Limited
ELIN,ELIN.NS,NSE,equity,Elin Electronics Limited
ELIQUID,ELIQUID.NS,NSE,equity,
ELLEN,ELLEN.NS,NSE,equity,Ellenbarrie Industrial Gases Limited
ELM250,ELM250.NS,NSE,equity,
EMAMILTD,EMAMILTD.NS,NSE,equity,Emami Limited
EMAMIPAP,EMAMIPAP.NS,NSE,equity,Emami Paper Mills Limited
EMAMIREAL,EMAMIREAL.NS,NSE,equity,Emami Realty Limited
EMBDL,EMBDL.NS,NSE,equity,Embassy Developments Limited
EMCURE,EMCURE.NS,NSE,equity,Emcure Pharmaceuticals Limited
EMIL,EMIL.NS,NSE,equity,Electronics Mart India Limited
EMKAY,EMKAY.NS,NSE,equity,Emkay Global Financial Services Limited
EMMBI,EMMBI.NS,NSE,equity,Emmbi Industries Limited
EMMVEE,EMMVEE.NS,NSE,equity,Emmvee Photovoltaic Power Limited
EMSLIMITED,EMSLIMITED.NS,NSE,equity,EMS Limited
EMUDHRA,EMUDHRA.NS,NSE,equity,eMudhra Limited
EMULTIMQ,EMULTIMQ.NS,NSE,equity,
ENDURANCE,ENDURANCE.NS,NSE,equity,Endurance Technologies Limited
ENERGY,ENERGY.NS,NSE,equity,
ENERGYDEV,ENERGYDEV.NS,NSE,equity,Energy Development Company Limited
ENGINERSIN,ENGINERSIN.NS,NSE,equity,Engineers India Limited
ENIFTY,ENIFTY.NS,NSE,equity,
ENIL,ENIL.NS,NSE,equity,Entertainment Network (India) Limited
ENRIN,ENRIN.NS,NSE,equity,Siemens Energy India Limited
ENTERO,ENTERO.NS,NSE,equity,Entero Healthcare Solutions Limited
EPACK,EPACK.NS,NSE,equity,EPACK Durable Limited
EPACKPEB,EPACKPEB.NS,NSE,equity,EPack Prefab Technologies Limited
EPIGRAL,EPIGRAL.NS,NSE,equity,Epigral Limited
EPL,EPL.NS,NSE,equity,EPL Limited
EQUAL200,EQUAL200.NS,NSE,equity,
EQUAL50,EQUAL50.NS,NSE,equity,
EQUAL50ADD,EQUAL50ADD.NS,NSE,equity,
EQUITASBNK,EQUITASBNK.NS,NSE,equity,Equitas Small Finance Bank Limited
ERIS,ERIS.NS,NSE,equity,Eris Lifesciences Limited
EROSMEDIA,EROSMEDIA.NS,NSE,equity,
ESABINDIA,ESABINDIA.NS,NSE,equity,Esab India Limited
ESAFSFB,ESAFSFB.NS,NSE,equity,ESAF Small Finance Bank Limited
ESCORTS,ESCORTS.NS,NSE,equity,Escorts Kubota Limited
ESENSEX,ESENSEX.NS,NSE,equity,
ESG,ESG.NS,NSE,equity,
ESILVER,ESILVER.NS,NSE,equity,
ESSARSHPNG,ESSARSHPNG.NS,NSE,equity,Essar Shipping Limited
ESSENTIA,ESSENTIA.NS,NSE,equity,Integra Essentia Limited
ESTER,ESTER.NS,NSE,equity,Ester Industries Limited
ETERNAL,ETERNAL.NS,NSE,equity,ETERNAL LIMITED
ETHOSLTD,ETHOSLTD.NS,NSE,equity,Ethos Limited
EUREKAFORB,EUREKAFORB.NS,NSE,equity,Eureka Forbes Limited
EUROBOND,EUROBOND.NS,NSE,equity,Euro Panel Products Limited
EUROPRATIK,EUROPRATIK.NS,NSE,equity,Euro Pratik Sales Limited
EUROTEXIND,EUROTEXIND.NS,NSE,equity,Eurotex Industries and Exports Limited
EVEREADY,EVEREADY.NS,NSE,equity,Eveready Industries India Limited
EVERESTIND,EVERESTIND.NS,NSE,equity,Everest Industries Limited
EVIETF,EVIETF.NS,NSE,equity,
EVINDIA,EVINDIA.NS,NSE,equity,
EXCEL,EXCEL.NS,NSE,equity,Excel Realty N Infra Limited
EXCELINDUS,EXCELINDUS.NS,NSE,equity,Excel Industries Limited
EXCELSOFT,EXCELSOFT.NS,NSE,equity,Excelsoft Technologies Limited
EXICOM,EXICOM.NS,NSE,equity,Exicom Tele-Systems Limited
EXIDEIND,EXIDEIND.NS,NSE,equity,Exide Industries Limited
EXPLEOSOL,EXPLEOSOL.NS,NSE,equity,Expleo Solutions Limited
EXXARO,EXXARO.NS,NSE,equity,Exxaro Tiles Limited
FABTECH,FABTECH.NS,NSE,equity,Fabtech Technologies Limited
FACT,FACT.NS,NSE,equity,Fertilizers and Chemicals Travancore Limited
FAIRCHEMOR,FAIRCHEMOR.NS,NSE,equity,Fairchem Organics Limited
FAZE3Q,FAZE3Q.NS,NSE,equity,Faze Three Limited
FCL,FCL.NS,NSE,equity,Fineotex Chemical Limited
FCONSUMER,FCONSUMER.NS,NSE,equity,
FCSSOFT,FCSSOFT.NS,NSE,equity,FCS Software Solutions Limited
FDC,FDC.NS,NSE,equity,FDC Limited
FEDERALBNK,FEDERALBNK.NS,NSE,equity,The Federal Bank  Limited
FEDFINA,FEDFINA.NS,NSE,equity,Fedbank Financial Services Limited
FIBERWEB,FIBERWEB.NS,NSE,equity,Fiberweb (India) Limited
FIEMIND,FIEMIND.NS,NSE,equity,Fiem Industries Limited
FILATEX,FILATEX.NS,NSE,equity,Filatex India Limited
FILATFASH,FILATFASH.NS,NSE,equity,Filatex Fashions Limited
FINCABLES,FINCABLES.NS,NSE,equity,Finolex Cables Limited
FINEORG,FINEORG.NS,NSE,equity,Fine Organic Industries Limited
FINIETF,FINIETF.NS,NSE,equity,
FINKURVE,FINKURVE.NS,NSE,equity,Finkurve Financial Services Limited
FINOPB,FINOPB.NS,NSE,equity,Fino Payments Bank Limited
FINPIPE,FINPIPE.NS,NSE,equity,Finolex Industries Limited
FIRSTCRY,FIRSTCRY.NS,NSE,equity,Brainbees Solutions Limited
FISCHER,FISCHER.NS,NSE,equity,Fischer Medical Ventures Limited
FIVESTAR,FIVESTAR.NS,NSE,equity,Five-Star Business Finance Limited
FLAIR,FLAIR.NS,NSE,equity,Flair Writing Industries Limited
FLEXIADD,FLEXIADD.NS,NSE,equity,
FLEXITUFF,FLEXITUFF.NS,NSE,equity,Flexituff Ventures International Limited
FLUOROCHEM,FLUOROCHEM.NS,NSE,equity,Gujarat Fluorochemicals Limited
FMCGIETF,FMCGIETF.NS,NSE,equity,
FMGOETZE,FMGOETZE.NS,NSE,equity,Federal-Mogul Goetze (India) Limited.
FMNL,FMNL.NS,NSE,equity,Future Market Networks Limited
FOCUS,FOCUS.NS,NSE,equity,Focus Lighting and Fixtures Limited
FOODSIN,FOODSIN.NS,NSE,equity,Foods & Inns Limited
FORCEMOT,FORCEMOT.NS,NSE,equity,FORCE MOTORS LTD
FORTIS,FORTIS.NS,NSE,equity,Fortis Healthcare Limited
FOSECOIND,FOSECOIND.NS,NSE,equity,Foseco India Limited
FRACTAL,FRACTAL.NS,NSE,equity,Fractal Analytics Limited
FSL,FSL.NS,NSE,equity,Firstsource Solutions Limited
FUSION,FUSION.NS,NSE,equity,Fusion Finance Limited
GABRIEL,GABRIEL.NS,NSE,equity,Gabriel India Limited
GAEL,GAEL.NS,NSE,equity,Gujarat Ambuja Exports Limited
GAIL,GAIL.NS,NSE,equity,GAIL (India) Limited
GALAPREC,GALAPREC.NS,NSE,equity,Gala Precision Engineering Limited
GALAXYSURF,GALAXYSURF.NS,NSE,equity,Galaxy Surfactants Limited
GALLANTT,GALLANTT.NS,NSE,equity,Gallantt Ispat Limited
GANDHAR,GANDHAR.NS,NSE,equity,Gandhar Oil Refinery (India) Limited
GANDHITUBE,GANDHITUBE.NS,NSE,equity,Gandhi Special Tubes Limited
GANECOS,GANECOS.NS,NSE,equity,Ganesha Ecosphere Limited
GANESHBE,GANESHBE.NS,NSE,equity,Ganesh Benzoplast Limited
GANESHCP,GANESHCP.NS,NSE,equity,Ganesh Consumer Products Limited
GANESHHOU,GANESHHOU.NS,NSE,equity,GANESH HOUSING LIMITED
GANESHHOUC,GANESHHOUC.NS,NSE,equity,
GANGAFORGE,GANGAFORGE.NS,NSE,equity,Ganga Forging Limited
GANGESSECU,GANGESSECU.NS,NSE,equity,Ganges Securities Limited
